In Module,For Class,Method,Instance ID,Descendants,Descendant Methods IDs
Time Core,Overtime Request Event,Overtime Request Event@process New Request/Revise Request/Correct Request(PRU)*P+PA,54$67059,"Common Date@get if Schedule by Start/End Time then In Time else empty date(SAC)*P*S(public)[ramb]+PA

Common Date@get if Schedule by Start/End Time then Out Time else empty date(SAC)*P*S(public)[ramb]+PA

Instance@add New or Get Process Instance from parm(GSS)*P*S(public)[rsmb]

Instance@get This Instance(GSS)(public)[rsmb]

Overtime Request Event@get Overtime Request Event.records User Overtime Request Block(GR)

User Overtime Request Block@process User Overtime Request Block(PU)*P[pumb]+PA","40$12084,65$20,24$25333,13038$10822,19$129526,19$16631,13038$10823,92$24,65$41,66$5258,13038$6780,11$44734"
Time Core,Overtime Request Event,Overtime Request Event@ Overtime Request Block /Overtime Request Event.records User Overtime Request Block /Automatic Assignment Only(PRU)+PA,54$67409,"Instance@process Automatic Assignment Only(PU)(public)[pumb]

Overtime Request Event@get Overtime Request Event.records User Overtime Request Block(GR)

Time Tracking Set Up Option@get Sent Back instance(GSI)*S(public)[rsmb]","207$61449,11$2700"
Time Core,Overtime Request Event,Overtime Request Event@ Overtime Request Block /Overtime Request Event.records User Overtime Request Block /Automatic Assignment Only(PRU)+???+PA,54$67410,"Action Event@get Workflow State is Process Terminated(GRA)*P*S(public)[ramb]+PA

Instance@process Automatic Assignment Only(PU)(public)[pumb]

Overtime Request Event@get Overtime Request Event.records User Overtime Request Block(GR)

Time Tracking Set Up Option@get Time Tracking Set Up Option - Denied(GSI)*S(public)[rsmb]","207$61449,11$2700"
Time Core,Worker Time Block,Worker Time Block@ Delete existing Worker Time Blocks in week being filled(PRU)*P*S+PA,54$68059,"Worker Time Block@get Filter WTBs by Date Range and Time Entry Code(IOP)*P*S[rsmb]+PA

Worker Time Block@process Calculated Block to be Dropped(PU)[pumb]",11$35981
Time Core,Overtime Request Event,Overtime Request Event@ Create UORB as 0 correction to original UORB(PRU)*P+PA,54$68261,"Common Numeric@get 0(BA)*S(public)[ramb]

Instance@add New Instance(GSS)*P*S(public)[rsmb]

Instance@get This Instance(GSS)(public)[rsmb]

Instance@process Automatic Assignment Only(PU)(public)[pumb]

Overtime Request Block@get Overtime Block End Date(GRA)*P*S[ramb]+PA

Overtime Request Block@get Overtime Block Start Date(GRA)*P*S[ramb]+PA

Time Tracking Set Up Option@get Time Tracking Set Up Option - Submitted(GSI)*S(public)[rsmb]","65$8,11$2700"
Time Core,Overtime Request Event,Overtime Request Event@ Delete User Overtime Request Block corrected by this Overtime Request Event(PRU)+PA,54$68262,"Common Boolean@get False(GAS)*S(public)[ramb]

Common Boolean@get True(GAS)*S(public)[ramb]

Instance@process Common(PU)(public)[pumb]

Overtime Request Event@get User Overtime Request Block corrected by Overtime Request Event parm(IOP)*P*S[rsmb]+PA

Time Tracking Set Up Option@get Time Block Deleted(GSI)*S[rsmb]","65$3,2663$68439,11$14"
Time Core,Overtime Request Event,Overtime Request Event@ Delete a Correction After Approving it if it is a correction to 0(PRU)+???+PA,54$68264,"Common Boolean@get False(GAS)*S(public)[ramb]

Common Boolean@get True(GAS)*S(public)[ramb]

Common Numeric@is Total Hours for Overtime Request == 0(EBE)*P*S(public)[ramb]+PA

Instance@process Common(PU)(public)[pumb]

Overtime Request Event@get Overtime Request Event.records User Overtime Request Block(GR)

Time Tracking Set Up Option@get Time Block Deleted(GSI)*S[rsmb]","207$61449,11$14"
Time Core,Overtime Request Event,Overtime Request Event@ Mark Submitted UORB as Deleted(PRU)*P+???+PA,54$68265,"Common Boolean@get False(GAS)*S(public)[ramb]

Common Boolean@get True(GAS)*S(public)[ramb]

Instance@process Common(PU)(public)[pumb]

Overtime Request Event@get Overtime Request Event.records User Overtime Request Block(GR)

Time Tracking Set Up Option@get Time Block Deleted(GSI)*S[rsmb]","207$61449,11$14"
Time Core,Overtime Request Event,Overtime Request Event@ Create new ORE to record the Deletion request(PRU)*P+???,54$68266,"Instance@add New Instance(GSS)*P*S(public)[rsmb]

Overtime Request Event@process Delete Overtime Request(PU)*P[pumb]+PA","65$8,11$45738,26$43867"
Time Core,Overtime Request Event,Overtime Request Event@mark User Overtime Request Block being edited as deleted if editing an incomplete event(PRU)*P*S+???+PA,54$69044,"Common Boolean@get False(GAS)*S(public)[ramb]

Common Boolean@get True(GAS)*S(public)[ramb]

Instance@process Common(PU)(public)[pumb]

Time Tracking Set Up Option@get Time Block Deleted(GSI)*S[rsmb]",11$14
Time Core,Overtime Request Event,Overtime Request Event@cancel Previous Incomplete Event if Editing(PRU)*P*S+???,54$69045,Action Event@process Invoke Cancel as Processing Person(PU)[pumb]+PA,"2663$35545,11$1469"
Time Core,Project Time Manager Approval Setup,Project Time Manager Approval Setup@ Project Time Manager Approval Setup /Project Time Manager Approval Setup Options / /Common-Reference ID(PRU)*S+PA,54$69168,"Instance@add New or Get Process Instance from parm(GSS)*P*S(public)[rsmb]

Project Time Manager Approval Setup@get Time Project Manager Approval Setup Singleton(GI)*S[rsmb]

Reference Index@process Common-Reference ID(PU)(public)[pumb]+PA","52$11264,12$4097,12$48130,12$24578,30$46082,12$18436,12$18437,12$32774,12$18438,12$18439,12$18440,12$18441,30$35849,12$2058,12$5130,12$18442,12$5131,12$18443,12$47119,12$13328,12$12305,12$10258,12$18,52$16402,12$1043,12$3097,12$21531,52$29731,52$25635,52$26660,12$37,12$6184,65$41,12$22571,12$1068,12$2093,12$16429,12$16431,52$11311,12$4143,52$24625,12$28727,52$24637,12$22590,12$4160,12$10305,12$21574,12$34888,52$4169,12$6218,12$12363,12$49228,12$14414,12$4179,12$12378,52$25693,52$26718,52$24670,12$30815,12$4194,12$7269,12$42088,12$44137,30$25706,30$5227,12$29809,12$41078,12$46206,13038$11391,12$46208,12$14466,12$20613,12$47237,12$48267,52$22669,12$48269,52$20622,52$20623,12$48271,52$20624,12$21650,52$20627,12$3221,12$26775,12$19609,30$38042,12$40092,12$26781,12$20640,12$4256,52$27808,12$20641,12$4258,12$21667,12$4259,12$164,12$40101,12$36007,12$40104,12$17576,12$16553,12$29865,12$9385,12$16554,12$9386,12$16558,52$26800,12$9393,30$37041,12$2226,12$46258,52$25779,30$15540,12$9397,52$25781,30$36022,12$30903,12$45241,12$3258,52$25788,12$22716,12$9406,12$47296,12$9410,12$9413,12$47301,52$25798,12$4295,12$9415,52$25799,52$28872,12$9416,12$1225,12$9417,12$9419,12$9420,30$26828,12$23757,30$26830,12$4303,12$23761,12$23762,30$25810,30$4306,12$8404,52$26836,12$3285,12$9429,52$26837,12$17622,12$9431,12$2263,12$47320,12$9432,12$9433,12$47323,52$23773,12$6365,12$7390,52$20702,12$47329,12$46306,12$9443,12$6372,12$6374,30$46310,12$6376,12$21736,12$13549,52$4333,12$3310,30$15598,30$37102,12$3311,12$9456,52$26864,12$21744,12$21746,12$41204,12$4340,52$15607,52$27895,52$23800,12$6393,30$38140,12$1276,12$17663,66$5376,52$25856,12$16641,12$16643,52$27907,30$46339,12$7428,30$46340,12$4357,12$22789,12$16646,12$22790,12$21767,12$265,12$5386,12$16652,52$22798,12$13587,12$41236,52$9492,12$24853,12$4378,52$4378,52$24859,12$22813,12$11550,12$4382,12$10529,12$16674,52$24868,12$28964,52$24869,12$33061,52$20773,52$24870,11$15654,12$9514,52$23853,30$7474,52$23861,12$25909,52$23862,12$2358,12$15674,12$42298,52$24890,52$28987,12$42300,12$4415,12$36159,12$11584,12$21824,12$36160,12$321,12$47426,12$35138,52$9543,12$17736,12$4426,12$32077,12$6478,52$20815,12$32080,12$21842,12$16723,12$1366,12$25943,52$20827,12$18784,12$4448,12$8545,30$32097,30$32098,12$23907,12$18790,12$18792,52$28008,12$362,12$33131,52$30061,12$17777,12$21876,12$9588,12$16758,12$16759,12$34169,12$31097,12$25980,52$21884,52$15741,12$4478,52$15742,12$39294,52$15743,52$29057,52$30084,52$30086,12$16775,12$35208,30$34185,12$393,12$1420,12$396,11$5517,12$2447,52$15759,52$22927,12$22930,12$4499,12$35220,12$4501,52$30106,12$39324,12$4509,12$38303,12$22947,12$22948,12$22950,12$4519,12$16807,12$4526,12$4531,12$2483,12$3509,12$3510,52$28088,12$16826,12$12732,12$4540,12$4541,12$44477,12$4546,12$8645,12$35274,12$29132,12$38349,12$44493,12$35278,12$9678,30$42446,12$11726,52$20943,18$71120,12$39381,12$2517,52$29143,12$7640,52$26074,52$21981,52$21982,52$21983,12$41443,52$30180,12$19940,12$20968,12$31208,12$8683,12$44525,12$29166,12$2542,12$29167,12$23026,30$32242,52$23027,12$2547,12$23027,52$26100,12$23029,12$1526,12$43510,52$28152,52$29178,12$25085,12$30207,12$20992,12$7686,12$13834,52$28173,12$34317,30$37397,12$11802,12$11803,12$32287,12$20000,52$30240,52$30241,12$3622,52$23078,30$44584,12$16938,30$38447,12$5680,12$18992,12$27187,12$11828,12$36405,12$17975,12$30264,12$11832,12$17977,12$3646,12$30272,12$32320,12$3648,12$3649,12$16962,12$3650,12$13895,12$24135,12$33355,12$1612,30$36429,12$40529,12$40531,12$40532,12$3670,12$28246,12$7766,12$16983,12$39511,12$16984,30$7768,12$1625,52$16985,12$40540,66$9821,12$29278,12$21086,12$23134,12$18016,12$3680,52$26209,12$22116,12$1636,12$22117,12$11877,12$25190,12$3687,52$23143,12$2664,12$37483,11$7788,12$621,12$3693,12$7791,12$21106,12$24178,12$25206,52$26230,52$26231,12$25207,52$26232,12$22139,12$5760,12$3713,12$17028,12$27268,12$3718,12$3719,52$26249,52$24204,12$4750,30$37518,12$3726,12$3727,12$21139,12$6803,12$21140,12$660,12$40599,12$11929,12$3740,52$3742,52$27296,12$22177,52$27297,12$3746,12$41635,52$25254,12$34472,12$28328,12$10921,12$48811,12$20141,12$8878,52$23214,12$20143,12$20144,12$11952,12$19121,30$32434,52$27315,12$32437,12$33462,12$5815,12$36537,12$4794,12$11963,12$5819,12$35516,12$10942,12$44743,52$11978,12$6861,30$16080,12$21203,12$32471,30$45786,12$19162,52$26330,30$45787,30$25308,30$14044,12$14045,30$14045,30$32478,30$32479,30$45793,12$41697,12$3811,12$1764,12$45800,30$34536,12$27368,12$45801,12$5865,12$20205,12$19182,52$9969,12$29426,12$6898,12$6899,12$20211,12$6900,52$23284,12$9973,52$9973,12$46838,30$34552,12$9977,12$49924,12$772,12$773,12$774,12$38665,12$779,12$5900,12$29459,12$1814,12$1815,52$26391,52$24344,12$12057,12$23322,12$39707,12$3867,12$3870,12$29471,12$2849,12$28450,12$27427,12$48937,12$11050,12$4906,12$23344,12$23346,30$24371,52$24373,30$822,30$31543,12$29495,30$41784,12$23352,12$4920,30$41785,12$23354,12$29498,12$827,52$4926,12$3902,12$7999,12$8001,30$36673,12$31554,12$21316,12$36676,12$3908,12$21317,12$845,12$16211,12$16213,12$4949,52$9047,52$9048,52$28509,52$9054,12$5983,12$8032,12$7010,12$36706,30$39780,12$7014,12$7017,12$7019,12$41838,12$41839,12$14195,12$4981,12$13173,12$8055,12$4983,12$4984,12$4985,12$46975,12$6016,12$46977,12$7041,52$9091,12$15237,12$45959,12$6024,12$15241,12$9098,12$23434,12$1930,12$9099,12$38797,52$27537,12$40850,12$43922,12$1940,12$20376,12$34712,12$3993,12$40857,12$3994,12$40858,12$3995,12$2972,12$40860,12$3996,12$45980,12$40861,52$22434,30$42914,12$5028,12$5029,12$32678,12$5031,12$5032,12$5033,12$5034,52$27563,12$5035,12$6061,12$39853,12$5037,12$49070,52$24495,12$2994,52$21427,12$947,12$20403,12$29619,52$6072,12$3001,12$12219,12$3004,12$960,12$22464,12$41921,12$962,30$36803,12$32707,12$3011,12$33735,12$40905,12$49098,12$5068,12$22477,30$46032,12$17360,12$2000,12$28625,12$34773,52$8149,12$22485,52$8150,52$28633,12$36826,12$7132,13038$14301,12$38879,12$25568,12$7136,12$17379,12$12259,12$17380,12$7141,12$2021,12$32742,52$26598,12$7144,30$1000,12$32744,12$42985,52$29676,52$29677,12$29681,12$15346,12$29682,52$8181,12$5112,12$48122,12$43003,52$14334"
Time Core,Project Time Manager Approval Setup,Project Time Manager Approval Setup@ Time Total Option Joiner /Project Time Manager Approval Setup Totals /Time Approval Setup.has total Time Total Option Joiner /Common --AUTO--(PRU),54$69169,Instance@process Common(PU)(public)[pumb],11$14
Time Core,Worker Time Block,Worker Time Block@copy Modified By Edit Block to Modifies Block(PRU)+???+PA,54$70122,"Billable Time Block@get Time Block Reported Quantity(GA)

Billable Transaction@process Reset Revenue Accrual Status for Billable Transaction(PU)(public)[pumb]+TG

Common Instance Set@get Batch Events on Modifies Block + Batch Events on Edit Block(SS)*P*S(public)[rsmb]+PA

Flat Taggable@get Flat Taggable.tagged by Business Unit(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Cost Center(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 01(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 02(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 03(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 04(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 05(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 06(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 07(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 08(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 09(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 10(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 11(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 12(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 13(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 14(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Custom Worktag 15(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Fund(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Gift(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Grant(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 01 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 02 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 03 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 04 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 05 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 06 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 07 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 08 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 09 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by index 10 Custom Organization(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Job Profile(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Location(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Program(GR)(public)

Flat Taggable@get Flat Taggable.tagged by Region(GR)(public)

Instance@get Comment(GA)(public)

Instance@process Automatic Assignment Only(PU)(public)[pumb]

Time Tracking Taggable@get WTB Override Rate(GA)

Worker Coordinated Time Block@get Time Block Reported Time In(GA)

Worker Coordinated Time Block@get Time Block Reported Time Out(GA)

Worker Time@get Time Block Date(GA)

Worker Time@get Time Block Deleted(GA)

Worker Time@get Time Entry Code(GR)

Worker Time@get Worker Time.for Employment(GR)

Worker Time@get Worker Time.out type Time Punch Type(GR)

Worker Time Block@get Modifies Worker Time Block(SS)[rsmb]

Worker Time Block@get other Modified by WTBs with delete flag for this Modified by WTB(SS)[rsmb]","11$2700,19$134156,11$49902"
Time Core,Project Transaction Adjustment Line,Project Transaction Adjustment Line@update the Worker Time Block associated with the Transaction Adjustment Line(PRU)*P+PA,54$70290,"Project Transaction Adjustment Line@get Target Project for PTAL(SS)(public)[rsmb]

Project Transaction Adjustment Line@get Target Project Plan Task for PTAL(SS)(public)[rsmb]

Project Transaction Adjustment Line@get Time Entry Template for PTAL(GRS)[rsmb]

Project Transaction Adjustment Line@get Worker for PTAL(GRS)[rsmb]

Project Transaction Adjustment Line@get Worker Time Blocks for Adjustment Line(SS)(public)[rsmb]

Time Tracking Set Up Option@get Time Tracking Set Up Option - Not Submitted(GSI)*S(public)[rsmb]

Worker Time Block@process Worker Time Block(PU)[pumb]+PA","207$17924,207$17925,24$10502,40$15373,40$15374,40$15375,40$15376,207$17938,65$20,13039$3608,18$64538,40$2842,40$290,40$14371,66$37,40$294,40$31529,40$4655,19$46132,40$17208,40$11066,40$11068,2663$4416,19$106817,19$106819,207$17987,207$17988,207$17989,19$134470,207$17990,207$17991,207$17992,207$17993,207$17994,207$17995,207$17996,40$4689,40$4690,40$4691,40$4692,40$4693,40$9562,13039$11360,207$24171,207$24172,40$4716,207$24173,40$2413,40$4717,207$24174,207$24175,40$2415,207$24176,207$24177,207$24178,207$24179,207$24180,19$109687,40$22904,2663$21887,207$26758,40$11144,40$11146,40$11147,40$11148,40$11149,40$11150,40$11151,40$11152,40$11153,11$16273,40$11154,207$18322,207$18323,2663$37012,207$18325,2663$37013,2663$37014,2663$37015,2663$37016,2663$37017,2663$37018,2663$37019,2663$37020,2663$37021,2663$37022,2663$37023,2663$37024,2663$37025,2663$37026,2663$37027,19$89251,2663$37028,2663$37029,2663$37030,2663$37031,2663$37032,2663$37033,2663$37034,2663$37035,2663$37036,19$123309,2663$37037,2663$37038,2663$37039,2663$37040,40$13489,2663$37041,40$13490,2663$37042,40$13491,2663$37043,40$13492,2663$37044,40$13493,2663$37045,40$13494,40$13495,40$13496,40$13497,40$13498,40$6075,40$9405,19$58816,26$69573,40$9931,40$13531,40$13532,40$13533,40$13534,40$13535,40$13536,40$13537,40$13538,40$13539,40$1252,40$13540,40$1253,40$1254,40$1255,40$1256,207$17904,207$17905,207$17906,207$17907,207$17908,207$17909,19$16631,207$17916"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@process Enter Time Details for Time Off with Absence Occurrences(PRU)*P+???+TG,54$70417,"Instance@get This Instance(GSS)(public)[rsmb]

Time Off Entry@ process Time Off Entry(DPU)*P(public)[pumb]+PA

Worker Coordinated Time Block@get Time Off Entry from Process Instance parm(IOP)*P*S[rsmb]+PA","52$11264,12$4097,12$24578,12$48130,65$3,12$18436,12$18437,12$18438,12$32774,12$18439,12$18440,12$18441,12$18442,12$5130,12$2058,12$18443,12$5131,12$47119,12$13328,12$12305,52$16402,12$18,12$10258,12$1043,12$3097,12$21531,52$25635,52$29731,52$26660,12$37,12$6184,12$22571,12$1068,12$16429,12$2093,12$4143,52$11311,12$16431,52$24625,12$28727,52$24637,12$22590,12$4160,12$10305,12$21574,12$34888,52$4169,12$6218,12$12363,12$49228,12$14414,12$4179,12$12378,52$24670,52$26718,12$30815,12$4194,12$7269,12$42088,12$44137,30$25706,30$5227,12$29809,12$41078,12$46206,13038$11391,12$46208,12$14466,12$47237,12$20613,12$48267,12$48269,52$22669,52$20622,12$48271,52$20623,52$20624,12$21650,52$20627,12$3221,12$26775,12$19609,30$38042,12$40092,12$26781,52$27808,12$4256,12$20640,12$20641,12$4258,12$4259,12$21667,12$164,12$40101,12$36007,12$17576,12$40104,12$9385,12$29865,12$16553,12$9386,12$16554,12$16558,52$26800,30$37041,12$9393,12$46258,12$2226,52$25779,30$15540,52$25781,12$9397,12$30903,12$45241,12$3258,12$22716,52$25788,12$9406,12$47296,12$9410,12$47301,12$9413,12$9415,12$4295,12$9416,52$28872,12$9417,12$1225,12$9419,12$9420,12$23757,12$4303,12$23761,30$25810,12$23762,52$26836,12$8404,52$26837,12$9429,12$3285,12$17622,12$2263,12$9431,12$9432,12$47320,12$9433,12$47323,12$6365,52$23773,52$20702,12$7390,12$47329,12$46306,12$9443,12$6372,12$6374,12$21736,12$6376,52$4333,12$13549,30$37102,30$15598,12$3310,12$3311,12$21744,52$26864,12$9456,12$21746,12$4340,12$41204,52$27895,52$15607,52$23800,12$6393,12$1276,30$38140,12$17663,66$5376,12$16641,52$27907,12$16643,12$7428,12$22789,12$4357,12$22790,12$16646,12$21767,12$265,12$5386,12$16652,52$22798,12$13587,52$9492,12$41236,12$24853,52$4378,12$4378,52$24859,12$22813,12$4382,12$11550,12$10529,12$16674,12$28964,52$24868,52$20773,12$33061,52$24869,52$24870,12$9514,52$23853,30$7474,12$25909,52$23861,12$2358,52$23862,52$24890,12$42298,12$15674,52$28987,12$42300,12$36159,12$4415,12$36160,12$21824,12$11584,12$321,12$35138,12$47426,52$9543,12$17736,12$4426,12$32077,12$6478,52$20815,12$32080,12$21842,12$16723,12$1366,12$25943,52$20827,12$18784,12$4448,12$8545,12$23907,12$18790,12$18792,12$362,12$33131,52$30061,12$17777,12$9588,12$21876,12$16758,12$16759,12$31097,12$34169,52$21884,12$25980,52$15741,12$39294,52$15742,12$4478,52$15743,52$29057,52$30084,52$30086,12$16775,12$35208,30$34185,12$393,12$1420,12$396,12$2447,52$15759,52$22927,12$22930,12$4499,12$35220,12$4501,52$30106,12$39324,12$4509,12$38303,12$22947,12$22948,12$22950,12$4519,12$16807,12$4526,12$4531,12$2483,12$3509,12$3510,52$28088,12$16826,12$12732,12$4540,12$4541,12$44477,12$4546,12$8645,12$35274,12$29132,12$38349,12$44493,12$35278,12$9678,30$42446,12$11726,52$20943,18$71120,12$39381,12$2517,52$29143,12$7640,52$26074,52$21981,52$21982,52$21983,12$41443,52$30180,12$19940,12$20968,12$31208,12$8683,12$44525,12$29166,12$2542,12$29167,12$23026,52$23027,12$2547,12$23027,52$26100,12$23029,12$1526,12$43510,52$28152,52$29178,12$25085,12$30207,12$20992,12$7686,12$13834,52$28173,12$34317,12$11802,12$11803,12$32287,12$20000,52$30240,52$30241,12$3622,52$23078,12$16938,12$5680,12$18992,12$27187,12$11828,12$36405,12$17975,12$30264,12$11832,12$17977,12$3646,12$30272,12$32320,12$3648,12$3649,12$16962,12$3650,12$13895,12$24135,12$33355,12$1612,30$36429,12$40529,12$40531,12$40532,12$3670,12$28246,12$7766,12$16983,12$39511,12$16984,30$7768,12$1625,52$16985,12$40540,66$9821,12$29278,12$21086,12$23134,12$18016,12$3680,52$26209,12$22116,12$1636,12$22117,12$11877,12$25190,12$3687,52$23143,12$2664,12$37483,12$621,12$3693,12$7791,12$21106,12$24178,12$25206,52$26230,52$26231,12$25207,52$26232,12$22139,12$5760,12$3713,12$17028,12$27268,12$3718,12$3719,52$26249,52$24204,12$4750,30$37518,12$3726,12$3727,12$21139,12$6803,12$21140,12$660,12$40599,12$11929,12$3740,52$3742,52$27296,12$22177,52$27297,12$3746,12$41635,52$25254,12$34472,12$28328,12$10921,12$48811,12$20141,12$8878,52$23214,12$20143,12$20144,12$11952,12$19121,30$32434,52$27315,12$32437,12$33462,12$5815,12$36537,12$4794,12$5819,12$11963,12$35516,12$10942,12$44743,52$11978,12$6861,30$16080,12$21203,12$32471,12$19162,52$26330,30$25308,30$14044,12$14045,30$14045,30$32478,30$32479,12$41697,12$3811,12$1764,12$45800,30$34536,12$27368,12$45801,12$5865,12$20205,12$19182,52$9969,12$6898,12$29426,12$20211,12$6899,52$23284,12$6900,52$9973,12$9973,12$46838,30$34552,12$9977,12$772,12$49924,12$773,12$774,12$38665,12$779,12$5900,12$29459,12$1814,52$26391,12$1815,52$24344,12$12057,12$23322,12$3867,12$39707,12$3870,12$29471,12$2849,12$28450,12$27427,12$48937,12$4906,12$11050,12$23344,12$23346,30$24371,52$24373,30$822,12$29495,30$31543,12$4920,12$23352,30$41784,30$41785,12$29498,12$23354,12$827,12$3902,52$4926,12$7999,12$8001,12$31554,12$3908,12$36676,12$21316,12$21317,12$845,12$16211,12$4949,12$16213,52$9047,52$9048,52$28509,52$9054,5014$3934,12$5983,12$8032,12$36706,12$7010,12$7014,12$7017,12$7019,12$41838,12$41839,12$14195,12$4981,12$13173,12$4983,12$8055,12$4984,12$4985,12$46975,12$6016,12$7041,12$46977,52$9091,12$15237,12$45959,12$6024,12$15241,12$1930,12$23434,12$9098,12$9099,12$38797,52$27537,12$43922,12$40850,12$1940,12$34712,12$20376,12$40857,12$3993,12$40858,12$3994,12$3995,12$2972,12$40860,12$3996,12$45980,12$40861,52$22434,12$5028,12$5029,12$32678,12$5031,12$5032,12$5033,12$5034,52$27563,12$5035,12$6061,12$39853,12$5037,12$49070,52$24495,12$2994,52$21427,12$20403,12$29619,12$947,52$6072,12$3001,12$12219,12$3004,12$960,12$22464,12$41921,12$962,30$36803,12$32707,12$3011,12$33735,12$40905,12$49098,12$5068,12$22477,12$17360,12$2000,12$28625,12$34773,52$8149,12$22485,52$8150,52$28633,12$36826,12$7132,13038$14301,12$38879,12$7136,12$25568,12$12259,12$17379,12$17380,12$2021,12$7141,52$26598,12$32742,30$1000,12$7144,12$32744,12$42985,52$29676,52$29677,12$29681,12$29682,12$15346,52$8181,12$5112,12$48122,12$43003,52$14334"
